,geocode
20178,"Stutensee, Landkreis Karlsruhe, Baden-Württemberg, 76297, Deutschland"
20183,
20184,"Spelle, Samtgemeinde Spelle, Landkreis Emsland, Niedersachsen, 48480, Deutschland"
20185,"Bergen, Herrstein-Rhaunen, Landkreis Birkenfeld, Rheinland-Pfalz, 55608, Deutschland"
20189,"Nordkirchen, Kreis Coesfeld, Nordrhein-Westfalen, 59394, Deutschland"
20190,"Ellhofen, Verwaltungsverband Raum Weinsberg, Landkreis Heilbronn, Baden-Württemberg, 74248, Deutschland"
20191,"Obersulm, Verwaltungsgemeinschaft Obersulm, Landkreis Heilbronn, Baden-Württemberg, 74182, Deutschland"
20192,"Sulz, Wernau (Neckar), Landkreis Esslingen, Baden-Württemberg, 73249, Deutschland"
20196,"Laggenbeck, Ibbenbüren, Kreis Steinfurt, Nordrhein-Westfalen, Deutschland"
20199,
20205,"Landschaftsschutzgebiet Im Landkreis Saarlouis - Im Bereich Der Gemeinden Wallerfangen (Und Ueberherrn Und Der Stadt Saarlouis), Vauban-Steig, Beaumarais, Felsberg, Saarlouis, Landkreis Saarlouis, Saarland, 66740, Deutschland"
20206,"Abtsteinach, Kreis Bergstraße, Hessen, 69518, Deutschland"
20207,"Bad Bevensen, Samtgemeinde Bevensen-Ebstorf, Uelzen, Niedersachsen, 29549, Deutschland"
20208,"Suhlendorf, Samtgemeinde Rosche, Uelzen, Niedersachsen, 29562, Deutschland"
20212,"Wutha-Farnroda, Wartburgkreis, Thüringen, 99848, Deutschland"
20214,
20215,
20216,"Losheim, Hellenthal, Kreis Euskirchen, Nordrhein-Westfalen, Deutschland"
20218,"Usingen, Hochtaunuskreis, Hessen, 61250, Deutschland"
20223,"Oesterweg, Versmold, Kreis Gütersloh, Nordrhein-Westfalen, 33775, Deutschland"
20229,"Visbek, Landkreis Vechta, Niedersachsen, 49429, Deutschland"
20231,"Volksbank-Vogtland Geschäftsstelle Pausa, 7, Neumarkt, Pausa, Pausa-Mühltroff, Vogtlandkreis, Sachsen, 07952, Deutschland"
20235,"Niederstetten, Main-Tauber-Kreis, Baden-Württemberg, 97996, Deutschland"
20236,"Weikersheim, Main-Tauber-Kreis, Baden-Württemberg, 97990, Deutschland"
20237,"Am Wachtberg, Villip, Wachtberg, Rhein-Sieg-Kreis, Nordrhein-Westfalen, 53343, Deutschland"
20238,"Warstein, Kreis Soest, Nordrhein-Westfalen, 59581, Deutschland"
20240,"Hemsbach, VVG der Stadt Hemsbach, Rhein-Neckar-Kreis, Baden-Württemberg, 69502, Deutschland"
20242,"Welzheim, Vereinbarte Verwaltungsgemeinschaft der Stadt Welzheim, Rems-Murr-Kreis, Baden-Württemberg, 73642, Deutschland"
20243,"Pfahlbronn, Alfdorf, Rems-Murr-Kreis, Baden-Württemberg, 73553, Deutschland"
20244,
20245,"Rimbach im Odenwald, Marktplatz, Rimbach, Kreis Bergstraße, Hessen, 64668, Deutschland"
20246,"Bevern, Rantzau, Pinneberg, Schleswig-Holstein, Deutschland"
20248,
20249,"Westerkappeln, Kreis Steinfurt, Nordrhein-Westfalen, 49492, Deutschland"
20254,"Wadgassen, Landkreis Saarlouis, Saarland, 66787, Deutschland"
20256,"Wickede (Ruhr), Kreis Soest, Nordrhein-Westfalen, 58739, Deutschland"
20257,
20258,
20260,"Wilferdingen, Remchingen, Enzkreis, Baden-Württemberg, 75196, Deutschland"
20263,"Marschacht, Samtgemeinde Elbmarsch, Harburg, Niedersachsen, 21436, Deutschland"
20264,"Lindlar, Oberbergischer Kreis, Nordrhein-Westfalen, 51789, Deutschland"
20266,"Wettenberg, Landkreis Gießen, Hessen, 35435, Deutschland"
20268,"Bad Schmiedeberg, Wittenberg, Sachsen-Anhalt, 06905, Deutschland"
20271,"Wittingen, Gifhorn, Niedersachsen, Deutschland"
20272,"Schöppenstedt, Samtgemeinde Elm-Asse, Landkreis Wolfenbüttel, Niedersachsen, 38170, Deutschland"
20276,"Worpswede, Landkreis Osterholz, Niedersachsen, 27726, Deutschland"
20278,"Wulfsen, Samtgemeinde Salzhausen, Harburg, Niedersachsen, 21445, Deutschland"
20279,"Zinnowitz, Usedom-Nord, Vorpommern-Greifswald, Mecklenburg-Vorpommern, 17454, Deutschland"
20280,"Stammheim, Stuttgart, Baden-Württemberg, 70439, Deutschland"
20284,"Vilseck, Landkreis Amberg-Sulzbach, Bayern, 92249, Deutschland"
20287,"Deggingen, Vereinbarte Verwaltungsgemeinschaft der Gemeinde Deggingen, Landkreis Göppingen, Baden-Württemberg, 73326, Deutschland"
20288,"Wiesensteig, Gemeindeverwaltungsverband Oberes Filstal, Landkreis Göppingen, Baden-Württemberg, 73349, Deutschland"
20297,"Eiterfeld, Landkreis Fulda, Hessen, 36132, Deutschland"
20301,"Sternberg, Sternberger Seenlandschaft, Ludwigslust-Parchim, Mecklenburg-Vorpommern, Deutschland"
20305,"Elsteraue, Burgenlandkreis, Sachsen-Anhalt, Deutschland"
20365,"Iffezheim, Vereinbarte Verwaltungsgemeinschaft Rastatt, Landkreis Rastatt, Baden-Württemberg, 76473, Deutschland"
20366,
20367,"Sinzheim, Vereinbarte Verwaltungsgemeinschaft Sinzheim, Landkreis Rastatt, Baden-Württemberg, 76547, Deutschland"
20368,"Spangenberg, Schwalm-Eder-Kreis, Hessen, 34286, Deutschland"
20370,"Bad Orb, Main-Kinzig-Kreis, Hessen, 63619, Deutschland"
20372,
20376,"Burglengenfeld, Landkreis Schwandorf, Bayern, 93133, Deutschland"
20381,"Dinklage, Landkreis Vechta, Niedersachsen, 49413, Deutschland"
20383,"Alsheim, Eich, Landkreis Alzey-Worms, Rheinland-Pfalz, 67577, Deutschland"
20389,"Remchingen, Enzkreis, Baden-Württemberg, 75196, Deutschland"
20394,"Kirchhain, Landkreis Marburg-Biedenkopf, Hessen, 35274, Deutschland"
20397,"Frickenhausen, Vereinbarte Verwaltungsgemeinschaft der Stadt Nürtingen, Landkreis Esslingen, Baden-Württemberg, 72636, Deutschland"
20398,
20399,"Bad Kohlgrub, Landkreis Garmisch-Partenkirchen, Bayern, 82433, Deutschland"
20403,"Dornstadt, VVG der Gemeinde Dornstadt, Alb-Donau-Kreis, Baden-Württemberg, 89160, Deutschland"
20408,"Geithain, Landkreis Leipzig, Sachsen, 04643, Deutschland"
20410,"Linsengericht, Hauptstraße, Altenhaßlau, Linsengericht, Main-Kinzig-Kreis, Hessen, 63589, Deutschland"
20412,"Wachenheim, Monsheim, Landkreis Alzey-Worms, Rheinland-Pfalz, Deutschland"
20419,"Hatten, Landkreis Oldenburg, Niedersachsen, 26209, Deutschland"
20421,"Lensahn, Ostholstein, Schleswig-Holstein, 23738, Deutschland"
20424,"Ochtendung, Maifeld, Landkreis Mayen-Koblenz, Rheinland-Pfalz, 56299, Deutschland"
20425,"Plaidt, Pellenz, Landkreis Mayen-Koblenz, Rheinland-Pfalz, 56637, Deutschland"
20431,"Mandelbachtal, Saarpfalz-Kreis, Saarland, 66399, Deutschland"
20434,"Steinau, Samtgemeinde Land Hadeln, Landkreis Cuxhaven, Niedersachsen, Deutschland"
20435,"Ilshofen, Verwaltungsverband Ilshofen-Vellberg, Landkreis Schwäbisch Hall, Baden-Württemberg, 74532, Deutschland"
20438,"Kusterdingen, Landkreis Tübingen, Baden-Württemberg, 72127, Deutschland"
20439,"Insheim, Herxheim, Landkreis Südliche Weinstraße, Rheinland-Pfalz, Deutschland"
20440,"Bad Bergzabern, Landkreis Südliche Weinstraße, Rheinland-Pfalz, 76887, Deutschland"
20442,
20445,"Zella-Mehlis, Landkreis Schmalkalden-Meiningen, Thüringen, 98544, Deutschland"
20454,"Viechtach, Landkreis Regen, Bayern, 94234, Deutschland"
20457,"Hilders, Landkreis Fulda, Hessen, 36115, Deutschland"
20460,"Kirchweidach, Kirchweidach (VGem), Landkreis Altötting, Bayern, 84558, Deutschland"
20463,"Maulburg, Verwaltungsgemeinschaft Schopfheim, Landkreis Lörrach, Baden-Württemberg, 79689, Deutschland"
20465,"Aalen, Verwaltungsgemeinschaft Aalen, Ostalbkreis, Baden-Württemberg, Deutschland"
20467,
20468,"Nobitz, Altenburger Land, Thüringen, Deutschland"
20470,
20475,"Gudensberg, Schwalm-Eder-Kreis, Hessen, 34281, Deutschland"
20476,"Wabern, Schwalm-Eder-Kreis, Hessen, 34590, Deutschland"
20477,"Reit im Winkl, Landkreis Traunstein, Bayern, 83242, Deutschland"
20479,"Burgau, Landkreis Günzburg, Bayern, 89331, Deutschland"
20483,"Grabow, Ludwigslust-Parchim, Mecklenburg-Vorpommern, 19300, Deutschland"
20484,"Karlstein am Main, Landkreis Aschaffenburg, Bayern, 63791, Deutschland"
20485,"Kleinostheim, Landkreis Aschaffenburg, Bayern, 63801, Deutschland"
20486,"Linden-Neusen, Würselen, Städteregion Aachen, Nordrhein-Westfalen, 52477, Deutschland"
20488,"Schöllkrippen, Landkreis Aschaffenburg, Bayern, 63825, Deutschland"
20492,"Neuenkirchen, Heider Umland, Dithmarschen, Schleswig-Holstein, 25792, Deutschland"
20493,"Sennfeld, Landkreis Schweinfurt, Bayern, 97526, Deutschland"
20494,"Ehningen, Gemeindeverwaltungsverband Gärtringen/Ehningen, Landkreis Böblingen, Baden-Württemberg, 71139, Deutschland"
20498,"Neuler, Verwaltungsgemeinschaft Ellwangen (Jagst), Ostalbkreis, Baden-Württemberg, 73491, Deutschland"
20499,"Isen, Landkreis Erding, Bayern, 84424, Deutschland"
20501,
20505,"Feuchtwangen, Landkreis Ansbach, Bayern, 91555, Deutschland"
20508,
20513,"Unterspiesheim, Kolitzheim, Landkreis Schweinfurt, Bayern, 97525, Deutschland"
20516,"Morbach, Landkreis Bernkastel-Wittlich, Rheinland-Pfalz, 54497, Deutschland"
20517,"Dransfeld, Samtgemeinde Dransfeld, Landkreis Göttingen, Niedersachsen, 37127, Deutschland"
20518,"Friedland, Mecklenburgische Seenplatte, Mecklenburg-Vorpommern, Deutschland"
20521,"Hallbergmoos, Landkreis Freising, Bayern, 85399, Deutschland"
20527,"Eichendorf, Landkreis Dingolfing-Landau, Bayern, 94428, Deutschland"
20529,"Kaufering, Landkreis Landsberg am Lech, Bayern, 86916, Deutschland"
20531,"Adlkofen, Landkreis Landshut, Bayern, 84166, Deutschland"
20536,"Ober-Olm, Nieder-Olm, Landkreis Mainz-Bingen, Rheinland-Pfalz, Deutschland"
20542,
20546,"Blankenheim, Kreis Euskirchen, Nordrhein-Westfalen, 53945, Deutschland"
20547,"Schleiden, Kreis Euskirchen, Nordrhein-Westfalen, 53937, Deutschland"
20548,
20557,"Stallberg, Hausen, Verwaltungsgemeinschaft Kleinwallstadt, Landkreis Miltenberg, Bayern, 63840, Deutschland"
20564,"Historisches Klassenzimmer, 9, Ringstraße, Immendorf, Geilenkirchen, Kreis Heinsberg, Nordrhein-Westfalen, 52511, Deutschland"
20566,"Fritzlar, Schwalm-Eder-Kreis, Hessen, 34560, Deutschland"
20571,"Dorfen, Landkreis Erding, Bayern, 84405, Deutschland"
20573,"Taufkirchen (Vils), Taufkirchen, Landkreis Erding, Bayern, 84416, Deutschland"
20575,"Weinstadt, Rems-Murr-Kreis, Baden-Württemberg, 71384, Deutschland"
20579,"Hessisch Lichtenau, Werra-Meißner-Kreis, Hessen, 37235, Deutschland"
20580,
20583,"Weseke, Borken, Kreis Borken, Nordrhein-Westfalen, Deutschland"
20595,"Bad Arolsen, Landkreis Waldeck-Frankenberg, Hessen, 34454, Deutschland"
20604,"Stockdorf, Gauting, Landkreis Starnberg, Bayern, 82152, Deutschland"
20616,"Hachenburg, Westerwaldkreis, Rheinland-Pfalz, Deutschland"
20617,"Ransbach-Baumbach, Westerwaldkreis, Rheinland-Pfalz, 56235, Deutschland"
20624,"Winterbach, Rüdesheim, Landkreis Bad Kreuznach, Rheinland-Pfalz, Deutschland"
20625,"Frohnstetten, Stetten am kalten Markt, Verwaltungsgemeinschaft Stetten am kalten Markt, Landkreis Sigmaringen, Baden-Württemberg, 72510, Deutschland"
20626,"Winterlingen, Gemeindeverwaltungsverband Winterlingen, Zollernalbkreis, Baden-Württemberg, 72474, Deutschland"
20640,"Grasbrunn, Landkreis München, Bayern, 85630, Deutschland"
20641,
20644,"Sittensen, Samtgemeinde Sittensen, Landkreis Rotenburg (Wümme), Niedersachsen, 27419, Deutschland"
20650,"Scheeßel, Landkreis Rotenburg (Wümme), Niedersachsen, 27383, Deutschland"
20652,Djibouti جيبوتي
20665,"København, Københavns Kommune, Region Hovedstaden, 1357, Danmark"
20668,"Hellerup, Gentofte Kommune, Region Hovedstaden, 2900, Danmark"
20670,"Ebeltoft, Syddjurs Kommune, Region Midtjylland, Danmark"
20672,"Viborg, Viborg Kommune, Region Midtjylland, 8800, Danmark"
20673,"Odense, Odense Kommune, Region Syddanmark, 5000, Danmark"
20674,"Slagelse, Slagelse Kommune, Region Sjælland, Danmark"
20675,"Aarhus, Aarhus Kommune, Region Midtjylland, 8000, Danmark"
20678,"Viby J., Aarhus, Aarhus Kommune, Region Midtjylland, 8260, Danmark"
20681,
20684,"Kolding, Kolding Kommune, Region Syddanmark, 6000, Danmark"
20686,"Brande, Ikast-Brande Kommune, Region Midtjylland, Danmark"
20692,"Hurup Thy, Thisted Kommune, Region Nordjylland, Danmark"
20693,"Holstebro, Holstebro Kommune, Region Midtjylland, 7500, Danmark"
20694,"Kongens Lyngby, Lyngby-Taarbæk Kommune, Region Hovedstaden, 2800, Danmark"
20695,"Broager, Sønderborg Kommune, Region Syddanmark, Danmark"
20704,
20708,"Nordborg, Sønderborg Kommune, Region Syddanmark, 6430, Danmark"
20715,"Horsens, Horsens Kommune, Region Midtjylland, 8700, Danmark"
20716,"Roskilde, Roskilde Kommune, Region Sjælland, 4000, Danmark"
20717,
20722,"Højbjerg, Aarhus, Aarhus Kommune, Region Midtjylland, 8270, Danmark"
20723,"Tjele, Viborg Kommune, Region Midtjylland, 8830, Danmark"
20724,"Aabenraa, Aabenraa Kommune, Region Syddanmark, 6200, Danmark"
20725,"Aalborg, Aalborg Kommune, Region Nordjylland, 9000, Danmark"
20727,"Bagsværd, Gladsaxe Kommune, Region Hovedstaden, 2880, Danmark"
20728,"Ballerup, Måløv, Ballerup Kommune, Region Hovedstaden, 2750, Danmark"
20730,"Bjerringbro, Viborg Kommune, Region Midtjylland, 8850, Danmark"
20735,"Esbjerg, Esbjerg Kommune, Region Syddanmark, 6700, Danmark"
20736,"Fredericia, Fredericia Kommune, Region Syddanmark, 7000, Danmark"
20737,"Frederikshavn, Frederikshavn Kommune, Region Nordjylland, 9900, Danmark"
20738,"Frederikssund, Frederikssund Kommune, Region Hovedstaden, 3600, Danmark"
20739,"Gentofte, Gentofte Kommune, Region Hovedstaden, 2900, Danmark"
20740,"Glostrup Kommune, Region Hovedstaden, 2600, Danmark"
20741,"Grenaa, Norddjurs Kommune, Region Midtjylland, 8500, Danmark"
20742,"Haderslev, Haderslev Kommune, Region Syddanmark, 6100, Danmark"
20743,
20744,"Herlev Kommune, Region Hovedstaden, 2730, Danmark"
20745,"Herning, Herning Kommune, Region Midtjylland, 7400, Danmark"
20747,"Hirtshals, Hjørring Kommune, Region Nordjylland, 9850, Danmark"
20748,
20749,"Holbæk, Holbæk Kommune, Region Sjælland, 4300, Danmark"
20752,"Kalundborg, Kalundborg Kommune, Region Sjælland, 4400, Danmark"
20753,"Københavns Lufthavn, Stormgade, Dragør, Dragør Kommune, Region Hovedstaden, 2791, Danmark"
20754,
20756,
20759,"Middelfart Kommune, Region Syddanmark, Danmark"
20760,"Næstved, Næstved Kommune, Region Sjælland, 4700, Danmark"
20761,"Nakskov, Lolland Kommune, Region Sjælland, 4900, Danmark"
20762,"Nyborg, Nyborg Kommune, Region Syddanmark, 5800, Danmark"
20763,"Sosu Nykoebing, Vestensborg Alle, Nykøbing Falster, Guldborgsund Kommune, Region Sjælland, 4800, Danmark"
20764,"Sosu Nykoebing, Vestensborg Alle, Nykøbing Falster, Guldborgsund Kommune, Region Sjælland, 4800, Danmark"
20766,"Randers SV, Randers, Randers Kommune, Region Midtjylland, 8940, Danmark"
20767,"Ringsted, Ringsted Kommune, Region Sjælland, 4100, Danmark"
20768,
20769,
20771,"Sæby, Frederikshavn Kommune, Region Nordjylland, 9300, Danmark"
20772,"Silkeborg, Silkeborg Kommune, Region Midtjylland, 8600, Danmark"
20773,"Skive Kommune, Region Midtjylland, Danmark"
20775,
20776,"Struer, Struer Kommune, Region Midtjylland, 7600, Danmark"
20777,"Svendborg, Svendborg Kommune, Region Syddanmark, 5700, Danmark"
20778,"Taastrup, Høje-Taastrup Kommune, Region Hovedstaden, 2630, Danmark"
20779,"Thisted, Thisted Kommune, Region Nordjylland, Danmark"
20780,
20781,"Varde, Varde Kommune, Region Syddanmark, 6800, Danmark"
20782,"Vejle, Vejle Kommune, Region Syddanmark, 7100, Danmark"
20789,"Grindsted, Billund Kommune, Region Syddanmark, 7200, Danmark"
20807,
20808,"Auning, Norddjurs Kommune, Region Midtjylland, 8963, Danmark"
20811,"Hornslet, Syddjurs Kommune, Region Midtjylland, 8543, Danmark"
20812,"Kolind, Syddjurs Kommune, Region Midtjylland, 8560, Danmark"
20813,"Lystrup, Aarhus Kommune, Region Midtjylland, 8520, Danmark"
20814,"Nimtofte, Syddjurs Kommune, Region Midtjylland, Danmark"
20815,
20816,"Pindstrup, Syddjurs Kommune, Region Midtjylland, Danmark"
20817,"Risskov, Aarhus, Aarhus Kommune, Region Midtjylland, 8240, Danmark"
20818,
20819,"Ryomgaard Realskole, Vestergade, Ryomgård, Syddjurs Kommune, Region Midtjylland, 8550, Danmark"
20820,"Tilst, Aarhus Kommune, Region Midtjylland, 8381, Danmark"
20821,"Tranbjerg, Aarhus Kommune, Region Midtjylland, 8310, Danmark"
20822,"Vivild, Norddjurs Kommune, Region Midtjylland, Danmark"
20826,"Asnæs, Odsherred Kommune, Region Sjælland, 4550, Danmark"
20827,"Dronninglund, Brønderslev Kommune, Region Nordjylland, 9330, Danmark"
20828,
20829,"Bredebro, Tønder Kommune, Region Syddanmark, Danmark"
20836,"Fjerritslev, Jammerbugt Kommune, Region Nordjylland, 9690, Danmark"
20838,"Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 1861, Danmark"
20839,"Skipperhus fra Sønderho, C.F. Holbechs Vej, Brede, Lyngby-Taarbæk Kommune, Region Hovedstaden, 2800, Danmark"
20840,"Skjern, Ringkøbing-Skjern Kommune, Region Midtjylland, 6900, Danmark"
20841,"Albertslund, Albertslund Kommune, Region Hovedstaden, 2620, Danmark"
20843,
20844,"Valby, København, Københavns Kommune, Region Hovedstaden, 1805, Danmark"
20861,
20862,"Frørup, Nyborg Kommune, Region Syddanmark, Danmark"
20863,"Nykøbing M, Morsø Kommune, Region Nordjylland, 7900, Danmark"
20883,"Thyholm, Lyngs, Struer Kommune, Region Midtjylland, 7790, Danmark"
20960,
20963,"Jelling, Vejle Kommune, Region Syddanmark, 7300, Danmark"
20965,"Aars, Vesthimmerlands Kommune, Region Nordjylland, 9600, Danmark"
20982,"LIK LANGAA IDRÆTSKLUB, Skovlystvej, Langå, Randers Kommune, Region Midtjylland, 8870, Danmark"
20983,"Billund, Billund Kommune, Region Syddanmark, 7190, Danmark"
20992,
21000,"Stege, Vordingborg Kommune, Region Sjælland, 4780, Danmark"
21040,"Bogense, Nordfyns Kommune, Region Syddanmark, 5400, Danmark"
21041,"Brenderup, Middelfart Kommune, Region Syddanmark, 5464, Danmark"
21042,"Otterup, Nordfyns Kommune, Region Syddanmark, 5450, Danmark"
21043,
21045,
21056,"Mariager, Mariagerfjord Kommune, Region Nordjylland, Danmark"
21058,"Farum, Furesø Kommune, Region Hovedstaden, 3520, Danmark"
21082,"Lem, Ringkøbing-Skjern Kommune, Region Midtjylland, 6940, Danmark"
21083,"Ringkøbing Rådhus, Kirkepladsen, Ringkøbing, Ringkøbing-Skjern Kommune, Region Midtjylland, 6950, Danmark"
21084,"Tarm, Ringkøbing-Skjern Kommune, Region Midtjylland, 6880, Danmark"
21086,
21087,"Hedehusene, Høje-Taastrup Kommune, Region Hovedstaden, 2640, Danmark"
21091,"Hvidovre, Hvidovre Kommune, Region Hovedstaden, 2650, Danmark"
21105,"Borris, Ringkøbing-Skjern Kommune, Region Midtjylland, Danmark"
21106,"Bramming, Esbjerg Kommune, Region Syddanmark, 6740, Danmark"
21109,"Ribe, Esbjerg Kommune, Region Syddanmark, Danmark"
21113,"Snedsted, Thisted Kommune, Region Nordjylland, 7752, Danmark"
21115,
21117,"Fuglebjerg, Næstved Kommune, Region Sjælland, 4250, Danmark"
21123,"Bylderup-Bov, Aabenraa Kommune, Region Syddanmark, Danmark"
21125,"Erslev, Morsø Kommune, Region Nordjylland, 7950, Danmark"
21127,"Gammel Vraa, Gammel Vråvej, Aalborg Kommune, Region Nordjylland, 9382, Danmark"
21141,"Padborg, Aabenraa Kommune, Region Syddanmark, 6330, Danmark"
21159,"Aarup, Assens Kommune, Region Syddanmark, 5560, Danmark"
21167,"Lemvig, Lemvig Kommune, Region Midtjylland, 7620, Danmark"
21170,"Knebel, Syddjurs Kommune, Region Midtjylland, Danmark"
21275,"Nivå, Fredensborg Kommune, Region Hovedstaden, 2990, Danmark"
21276,"Roseau, Saint George Parish, 00109-800, Dominica"
21287,"Canefield, Check Hall, Saint Paul Parish, 00109-800, Dominica"
21289,"Santo Domingo de Guzmán, Distrito Nacional, República Dominicana"
21292,"La Romana, República Dominicana"
21294,"Santiago, República Dominicana"
21308,"Moca, Espaillat, República Dominicana"
21311,"Puerto Plata, República Dominicana"
21314,"Baní, Peravia, 94000, República Dominicana"
21315,"San Cristóbal, República Dominicana"
21317,"La Vega, República Dominicana"
21318,"San Francisco de Macorís, Duarte, República Dominicana"
21325,"Monseñor Nouel, República Dominicana"
21348,"Barahona, República Dominicana"
21349,"Bonao, Monseñor Nouel, 42000, República Dominicana"
21350,"Santiago, República Dominicana"
21352,"Cotuí, Sánchez Ramírez, República Dominicana"
21355,"San Pedro de Macorís, República Dominicana"
21359,"San Juan de la Maguana, San Juan, República Dominicana"
21361,"Mao, Valverde, 54000, República Dominicana"
21366,
21386,"Punta Cana, Higüey, La Altagracia, 23300, República Dominicana"
21434,
21487,"Alger ⴷⵣⴰⵢⴻⵔ الجزائر, Alger Centre ⴷⵣⴰⵢⴻⵔ ⵜⴰⵍⴻⵎⵎⴰⵙⵜ الجزائر الوسطى, Sidi M'Hamed, Alger, 16007, Algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر"
21497,"Ain Temouchent ⵄⵉⵏ ⵜⵉⵎⵓⵛⴻⵏⵜ عين تموشنت, Daïra Ain Temouchent, Aïn Témouchent ⵄⵉⵏ ⵜⵉⵎⵓⵛⴻⵏⵜ عين تموشنت, Algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر"
